ID	STANDARD_VALUE
818353	*
1120268	*
84592	*
1681451	*
854921	*
782470	15848.93
860112	*
736988	*
1013401	*
913419	*
1686066	2511.89
908457	*
788839	10000.0
118747	12589.25
922511	10000.0
1120587	*
860858	*
873661	*
789952	31622.78
43740	*
226056	*
1083611	*
922768	*
800278	125.89
1120876	*
824117	3981.07
735690	7079.46
864547	15848.93
858912	12589.25
748659	*
150743	*
974010	*
826683	15848.93
838449	*
819407	7943.28
933806	*
789878	1258.93
966351	11220.18
797088	3981.07
896240	25118.86
779672	15848.93
749292	*
873257	*
823878	*
1015334	*
977573	*
966267	*
1021933	11220.18
949770	3981.07
781105	15848.93
814943	2238.72
938282	3981.07
899141	39810.72
290039	*
900215	3162.28
757535	*
1702734	*
109480	12589.25
761967	3981.07
922028	17782.79
893286	2238.72
957349	15848.93
876527	*
850187	*
986821	39810.72
779596	1584.89
1003698	17782.79
802121	1258.93
780183	1995.26
963410	501.19
1685018	25118.86
1697353	28183.83
1120280	*
859582	15848.93
877812	*
1682757	*
855557	*
985675	12589.25
777178	*
978951	*
847883	25118.86
877211	*
797571	*
704634	12589.25
871652	707.95
1699222	10000.0
871941	*
1120357	14125.38
926568	7079.46
822670	15848.93
1011253	*
341112	*
122614	15848.93
1120946	*
794364	31622.78
782640	15848.93
979990	10000.0
979397	*
807485	*
742348	*
915585	*
801403	*
1120606	*
1121206	*
1120653	*
101298	*
850710	3981.07
1120805	2238.72
731193	14125.38
1120793	12589.25
861326	3981.07
29025	1000.0
1005417	*
754207	2511.89
2247	*
917753	*
1120350	*
924750	*
1025047	398.11
790337	1995.26
752993	*
748378	3162.28
776438	*
995279	12589.25
1108889	17782.79
463369	10000.0
802891	12589.25
787452	25118.86
1680229	*
771246	12589.25
908953	*
10661	*
956796	*
956833	3981.07
753050	*
796767	*
931908	*
848832	*
761293	7943.28
754291	*
46428	158.49
342014	*
407997	*
617894	*
789500	12589.25
1015792	7943.28
939658	3981.07
568903	39810.72
734361	3981.07
900267	6309.57
980973	*
801294	10000.0
818404	39810.72
461145	1995.26
890234	*
818891	*
642245	*
751720	11220.18
870207	19952.62
966043	*
1120292	*
428870	*
899195	*
474534	*
860989	*
993469	7943.28
808298	39810.72
1696978	*
863250	*
899244	3981.07
1034946	*
1355866	*
992204	*
651756	*
1106379	7079.46
861055	*
796432	*
811171	12589.25
948381	14125.38
978647	31622.78
956264	3548.13
822351	25118.86
868857	12589.25
917450	4466.84
1120881	*
909264	*
823445	*
314034	3981.07
1686968	7943.28
794098	*
885152	*
57488	*
1696829	*
1088913	*
860390	*
1120348	*
993467	*
975460	5011.87
1097920	25118.86
990580	*
953214	398.11
753322	10000.0
1121071	*
706119	*
950721	*
811315	*
204115	*
861362	*
819964	12589.25
953584	10000.0
869814	*
1702476	15848.93
27185	*
991060	*
755073	12589.25
1016556	*
787026	2511.89
748540	3162.28
936134	19952.62
1120633	*
1087694	*
872703	3162.28
1022780	3162.28
1114245	*
785559	794.33
795044	6309.57
944474	12589.25
1120732	*
812177	28183.83
907066	17782.79
946761	8912.51
1121241	*
810588	*
946101	*
939232	*
737778	*
745544	2511.89
1033356	19952.62
813381	31622.78
1024224	25118.86
1017737	1995.26
1699227	*
1120575	*
914557	*
250934	*
979875	15848.93
122984	3162.28
893269	22387.21
780536	630.96
982085	15848.93
999360	17782.79
842242	14125.38
777201	1412.54
899829	3981.07
779997	3162.28
1014205	19952.62
822205	12589.25
896199	*
944169	1258.93
797882	6309.57
793835	*
442995	*
738062	15848.93
941602	15848.93
859895	3981.07
798580	15848.93
27616	*
753124	*
739343	*
724403	11220.18
951383	1995.26
1678528	15848.93
956439	12589.25
957032	11220.18
897187	39810.72
914214	25118.86
939987	3981.07
611682	*
745305	19952.62
788847	3548.13
977289	*
1028515	*
873656	*
899621	6309.57
942854	12589.25
999029	14125.38
828838	31622.78
778074	3162.28
1684807	39810.72
986361	31622.78
872966	19952.62
1701610	891.25
803033	*
819033	*
936055	*
931588	*
209228	*
1011062	*
920450	*
741800	*
1000245	*
974390	*
819545	*
951699	*
1092195	*
768902	22387.21
2484	*
974950	25118.86
893096	*
871622	*
774471	*
938037	*
1019914	*
911386	7943.28
779100	3981.07
908115	7079.46
954584	*
940537	*
988753	*
1120915	31622.78
1105861	14125.38
796375	1000.0
860121	3981.07
936560	12589.25
820833	12589.25
1016719	15848.93
1120761	*
1120399	*
990455	10000.0
853910	3548.13
822815	*
904801	*
977810	*
867216	6309.57
745579	15848.93
908801	*
1120588	*
831554	15848.93
1079264	7079.46
912928	*
1036318	*
911739	5011.87
55303	1995.26
984386	1258.93
860627	3981.07
861574	1995.26
1703106	14125.38
1013236	3981.07
975418	15848.93
993775	2511.89
885746	15848.93
790890	*
989774	*
868697	*
1019828	*
796461	*
747781	*
950679	*
871422	3981.07
759552	3162.28
69558	*
900577	*
40405	*
999415	15848.93
868978	10000.0
1016952	7943.28
904654	*
1027790	12589.25
1095359	*
776153	*
1120233	*
364859	12589.25
940047	7943.28
777642	12589.25
763554	7943.28
781665	*
855715	*
931904	12589.25
392159	*
1686915	22387.21
820564	*
957088	*
851127	*
982493	*
938103	*
674757	*
1699395	14125.38
726184	15848.93
944326	3162.28
916089	3162.28
1121158	*
889901	*
1033290	*
753481	*
1004141	*
846118	*
738255	3981.07
952554	*
151923	*
1701904	*
836093	15848.93
213779	*
832372	*
2866	3162.28
819125	1000.0
777817	*
1088483	*
1020962	*
941056	15848.93
724842	12589.25
1825653	398.11
461226	1258.93
112102	*
1115414	31622.78
1105505	11220.18
785330	*
838984	*
1685448	14125.38
831282	*
865895	1995.26
834609	891.25
1011521	*
739849	*
922387	1000.0
996	12589.25
248669	12589.25
862211	*
821209	*
998277	*
1105361	*
919390	*
801761	*
784525	*
874503	3162.28
783356	*
936489	*
1120618	*
957160	794.33
763801	*
905262	3981.07
781941	6309.57
222633	*
65605	*
1121011	*
986304	39810.72
1024755	14125.38
907680	*
1018033	*
755002	5011.87
912120	10000.0
756643	630.96
1121020	*
824269	7943.28
937125	19952.62
11005	*
1031128	*
937804	*
1078859	*
11005	*
989321	3981.07
849630	*
919958	*
2076	*
1682679	316.23
21258	*
865072	*
21258	*
694824	316.23
897636	19952.62
871830	3981.07
984180	*
739029	*
936647	*
784020	*
836461	*
731082	*
738547	*
842271	19952.62
740375	15848.93
943319	1995.26
998799	*
772116	*
870512	*
958086	12589.25
773488	14125.38
784609	2511.89
841745	1995.26
864534	6309.57
790207	12589.25
1680121	7943.28
788856	*
738846	*
1120840	*
776139	*
978025	*
828543	*
750720	*
993358	25118.86
846775	*
1697823	*
872031	*
480605	12589.25
920547	*
867810	*
888321	*
1021619	*
751645	*
743401	*
1011841	*
853581	*
869718	*
816651	*
1120270	*
1297179	14125.38
302799	10000.0
785918	14125.38
929449	17782.79
941434	*
849515	28183.83
818522	25118.86
1120917	*
911319	*
1016657	*
57955	*
705381	*
981967	*
1120366	*
833736	12589.25
947880	3981.07
951327	1995.26
21086	15848.93
729550	39810.72
897818	31622.78
889270	25118.86
1014342	12589.25
795539	14125.38
728921	3981.07
976178	15848.93
949110	2511.89
85450	15848.93
940789	3548.13
830948	17782.79
108846	*
886710	*
733505	*
430466	*
845237	*
1120799	*
964359	891.25
517781	3981.07
1216	*
754288	*
1318193	28183.83
855489	28183.83
1121225	*
917052	*
800811	281.84
997438	*
1120398	14125.38
804280	446.68
1679821	5011.87
982823	2238.72
763988	15848.93
554403	501.19
762869	7943.28
732039	*
1087571	*
957520	*
1032094	*
848975	19952.62
1685023	8912.51
727112	*
30247	31622.78
742522	*
737906	*
832024	15848.93
931734	22387.21
1000614	*
885778	*
818867	15848.93
1698676	28183.83
864588	*
1120658	*
902072	*
1121116	*
1120623	*
1121022	*
1016628	*
782823	17782.79
998415	3162.28
1121266	*
16450	*
1698883	*
1086395	*
1121005	*
1121109	15848.93
1121257	*
747275	6309.57
761624	1000000000.0
808265	*
884726	*
1003208	25118.86
736927	8912.51
738026	*
856691	14125.38
821076	15848.93
946992	7943.28
1101447	*
35953	*
781401	*
938315	*
97	*
675274	*
778785	*
897596	*
759851	*
761624	*
829422	1584.89
751707	*
750699	3162.28
951320	28183.83
1685681	25118.86
992651	*
726761	*
1027665	5011.87
806619	*
885355	*
950970	*
24942	*
1683315	12589.25
780825	1258.93
266386	*
1087038	*
903820	*
800062	*
977692	1584.89
1687525	14125.38
851287	*
139281	*
848159	*
877724	*
1120818	14125.38
928971	*
874470	*
757667	794.33
908329	*
754386	12589.25
979911	1584.89
836012	4466.84
882095	*
967900	14125.38
904000	15848.93
841332	12589.25
894880	4466.84
750131	10000.0
937729	*
901631	*
888371	14125.38
917792	5011.87
849053	*
785952	3162.28
728490	15848.93
766110	22387.21
1120586	25118.86
773130	*
929458	12589.25
385067	*
993031	8912.51
774607	19952.62
790661	*
781051	10000.0
1033638	8912.51
889285	25118.86
781917	10000.0
778292	794.33
923605	25118.86
78306	*
748413	25118.86
861945	31622.78
1020070	*
797927	14125.38
1014368	25118.86
461146	2511.89
750244	1584.89
761714	17782.79
1017959	5011.87
837538	28183.83
758843	6309.57
872733	19952.62
961749	15848.93
950094	*
920605	*
460431	12589.25
786431	31622.78
739055	*
976527	10000.0
734562	*
1120577	*
157682	3162.28
1016464	7943.28
642242	*
957851	*
1019260	*
49783	*
769058	*
874405	251.19
903390	7943.28
772137	*
1120502	*
1120495	*
1685636	*
778316	*
823065	*
750243	7079.46
797791	25118.86
766776	3162.28
962945	22387.21
1002480	*
743390	*
943062	*
1092567	*
1025689	*
870549	*
917865	*
1017566	*
860645	*
729660	*
820675	*
893425	*
741208	*
781949	*
214701	*
753912	*
1120616	*
779951	*
795720	*
1092192	*
1120918	*
1011984	*
861602	*
922286	*
980877	*
757266	11220.18
1113744	7943.28
782156	10000.0
853300	19952.62
735089	*
762480	*
871294	*
947502	*
936722	*
861584	*
929601	*
1121033	19952.62
839736	*
1120438	*
751071	*
769790	25118.86
1698689	8912.51
1686463	3162.28
375161	*
1697323	*
950089	*
1019247	*
1019074	*
1016260	6309.57
1684211	12589.25
84493	*
332786	*
801994	*
1031071	*
907758	7943.28
743079	14125.38
739520	3981.07
880933	*
1017658	6309.57
1120583	14125.38
523540	19952.62
742933	3162.28
810677	12589.25
999313	31622.78
517850	3162.28
982328	4466.84
902675	*
70590	*
910760	*
822317	*
827098	*
1826023	*
1120407	*
1120408	*
735675	*
769745	*
1034016	1584.89
880544	*
1025551	*
1688943	*
1014795	*
830341	7079.46
835308	5011.87
936263	3981.07
762113	*
881378	10000.0
848140	7943.28
820412	1995.26
650115	*
970364	*
767169	*
1121261	*
692225	*
46820	7943.28
1121096	*
954977	*
1685457	*
860716	*
816433	*
796828	*
10008	*
1697006	*
698744	*
1120309	*
869021	*
916020	4466.84
1089019	15848.93
845404	39810.72
831561	7943.28
740567	*
1013224	*
1703691	*
837164	*
1004000	14125.38
430488	10000.0
759298	*
1355925	*
767964	2511.89
874665	*
958080	*
322	10000.0
1120956	1000.0
910799	3981.07
998115	5011.87
899504	1584.89
1023016	11220.18
872426	15848.93
783175	*
1120990	*
1120996	*
748818	1995.26
908573	3981.07
1548090	3162.28
740097	5011.87
705378	25118.86
918961	12589.25
878417	5623.41
725676	22387.21
815605	19952.62
898700	10000.0
878815	3981.07
818611	*
832303	*
18032	*
936640	*
837552	25118.86
737631	50.12
2156	15848.93
949371	3981.07
924576	*
762364	15848.93
1684845	*
820430	*
1083994	*
994877	*
77456	*
1120367	5011.87
920856	2238.72
750350	*
978722	*
1006829	*
739308	*
1018645	*
728177	*
998971	4466.84
956592	*
66238	*
762455	1412.54
977057	2511.89
898579	6309.57
1013166	2818.38
919281	2818.38
938274	15848.93
842687	*
1120455	*
914217	112.2
780827	*
863360	*
825404	*
978086	*
870219	15848.93
975017	3981.07
4181	1584.89
828791	5011.87
779235	12589.25
908065	22387.21
739829	15848.93
966053	*
972508	*
978131	*
403714	*
731309	*
787507	*
739400	*
322597	*
1120897	5623.41
875631	17782.79
959768	*
880591	*
871603	630.96
1120800	2238.72
840523	*
781981	12589.25
1084933	8912.51
985072	3981.07
1120861	15848.93
951079	3162.28
1033887	25118.86
140545	14125.38
813192	3981.07
918111	3162.28
730469	1778.28
752782	19952.62
859752	316.23
863777	5011.87
1121209	891.25
728874	12589.25
951697	*
876157	1995.26
809942	12589.25
154294	31622.78
728159	8912.51
786249	10000.0
165774	5011.87
901376	25118.86
953509	15848.93
896445	*
792606	*
1035104	*
1683510	12589.25
1121159	*
856211	39810.72
862606	11220.18
1023322	*
951842	*
21534	*
1011017	25118.86
775304	14125.38
819766	31622.78
512434	*
886820	*
21258	39.81
780045	*
8738	3981.07
820236	*
861884	*
796016	25118.86
948957	15848.93
840696	3162.28
760085	*
14138	*
865878	*
1678445	7943.28
112655	*
1103562	*
1120914	*
871804	*
1028626	2818.38
1687150	*
254904	*
942442	2511.89
1001583	28183.83
936363	*
857571	7943.28
1110385	10000.0
914747	3162.28
1120850	*
815772	3162.28
1120983	*
935907	15848.93
988758	*
49345	*
1120660	*
742146	19952.62
3012	*
824768	*
829394	11220.18
182814	3162.28
1018243	1000.0
732832	2511.89
31652	*
1029217	*
947763	*
772871	1584.89
1079118	31622.78
827018	10000.0
943210	15848.93
920606	3548.13
1121139	7079.46
908745	2511.89
795753	*
1120446	*
1120511	8912.51
754635	891.25
920495	35481.34
853077	*
93626	*
943593	19952.62
1014705	5011.87
792461	*
823518	*
869934	*
1029394	10000.0
857636	3981.07
936395	12589.25
877101	1000.0
771711	*
760962	12589.25
953838	14125.38
931445	25118.86
861332	12589.25
1683754	1995.26
912969	3981.07
1547732	*
896637	25118.86
991724	*
764589	*
10550	*
915216	*
746117	19952.62
820706	3162.28
1031530	*
852874	15848.93
907492	19952.62
220207	10000.0
1701990	7079.46
753286	15848.93
747383	28183.83
855608	12589.25
66012	*
939269	*
975616	3981.07
787365	*
999316	*
902309	*
1120612	*
979907	398.11
983356	3548.13
1007863	15848.93
832218	15848.93
826436	5623.41
1686197	39810.72
781306	12589.25
949847	7943.28
746454	35481.34
936624	1584.89
5582	3981.07
779370	*
822422	*
792488	*
731873	*
916295	*
782749	*
942346	28183.83
869797	2511.89
1681546	14125.38
42617	5011.87
1104009	*
224175	*
797229	*
795394	3162.28
975874	*
27495	*
977709	*
1826001	*
51042	*
747201	*
793258	3162.28
168879	7943.28
796888	2511.89
875841	*
751343	3162.28
821053	*
1035145	15848.93
744634	7079.46
812981	3548.13
948207	17782.79
758205	15848.93
1013740	1584.89
150913	*
243485	19952.62
812425	7943.28
1679085	31622.78
861688	15848.93
1679104	2238.72
918888	3981.07
837077	*
920444	12589.25
864103	*
1019375	*
927803	*
1120460	*
1120461	*
488938	*
1011416	*
1011438	*
752797	*
1688084	*
1013944	12589.25
856560	*
407393	*
935839	*
989131	*
998181	*
875446	3981.07
861248	*
782842	*
26401	*
963648	*
827367	*
1014485	*
167384	*
901053	*
849745	*
817392	*
980494	39810.72
726814	7079.46
817365	11220.18
738692	10000.0
792777	1584.89
818232	1000.0
843502	*
965050	4466.84
1688582	3548.13
738335	*
828766	2511.89
571201	*
960552	*
904901	*
823561	*
1034959	*
585531	794.33
775927	3548.13
818321	*
472810	*
759079	*
1018111	*
868237	10000.0
875033	7943.28
748046	28183.83
741631	3162.28
881519	31622.78
1014075	*
994080	2511.89
1022909	14125.38
918336	12589.25
780728	25118.86
1001824	25118.86
829087	17782.79
1016687	794.33
336075	*
928571	*
917079	*
1825987	*
1014129	*
768593	*
911200	*
892082	*
1688224	*
756665	*
876792	*
829966	*
1684165	2238.72
1701948	5011.87
1111154	*
1698547	11220.18
897376	*
914322	*
1033962	*
1094591	*
694482	*
1027686	*
958756	2511.89
2201	*
957500	3548.13
858779	5011.87
58349	*
690985	*
954524	*
936862	*
754350	*
874437	3981.07
996255	10000.0
1026931	*
845885	14125.38
121278	*
1028389	39810.72
773593	*
937072	*
944289	*
726108	*
24305	*
859306	*
923088	*
889134	5011.87
795859	*
147863	3162.28
909489	1995.26
747002	*
755853	*
898428	*
1121112	*
834431	15848.93
43086	*
918180	4466.84
840673	*
753102	*
772490	*
832531	*
883054	15848.93
831794	1778.28
1024381	*
856168	10000.0
963918	6309.57
876076	11220.18
13503	79432.82
930275	223.87
1105479	3162.28
927884	2511.89
858040	15848.93
911043	1412.54
939519	*
755303	*
752869	1000.0
740796	*
314132	*
994945	398.11
937624	15848.93
790673	3162.28
841742	35481.34
990312	10000.0
883101	1412.54
702666	*
955899	*
778845	*
405953	*
781404	7943.28
986411	*
834483	15848.93
746073	*
939601	3981.07
759479	501.19
1004358	*
992854	15848.93
537406	*
957351	*
806386	12589.25
782780	7943.28
1121191	*
859929	794.33
1082884	15848.93
778310	*
1029516	1000.0
835030	7943.28
741689	*
769401	17782.79
952008	39810.72
10840	*
1098056	*
480533	31622.78
903509	*
980320	794.33
236678	*
1083997	1122.02
976806	25118.86
945170	*
1014786	*
739152	12589.25
69135	*
773922	14125.38
735189	*
1004268	*
759174	*
1015129	*
1120919	*
1121057	*
876541	*
1121268	*
773380	14125.38
869883	*
971374	4466.84
741510	15848.93
1035531	*
642269	*
1697741	2238.72
741926	3981.07
742332	6309.57
1703817	1778.28
860979	630.96
80847	12589.25
939449	25118.86
820086	*
862047	6309.57
739627	10000.0
1688999	3981.07
925948	1995.26
745306	*
988045	*
754507	2511.89
904724	14125.38
1688642	794.33
984160	17782.79
461228	1584.89
1030160	*
405786	*
1121253	*
6914	2511.89
1033773	*
1023694	*
1004688	*
734694	14125.38
76010	*
940881	*
299523	*
953536	3981.07
1543739	*
772753	3548.13
896587	15848.93
920302	*
653433	398.11
973303	22387.21
1124	*
978451	*
1009637	*
1121015	*
790914	*
25188	*
705123	*
936962	*
937527	3981.07
421305	1258.93
864260	*
863692	*
1031628	*
723576	3548.13
576903	794.33
974948	5011.87
977703	19952.62
1697732	35481.34
1080439	11220.18
917272	*
828340	*
1006634	*
766191	7943.28
982340	*
830973	*
995618	4466.84
984581	8912.51
1120300	*
421205	*
875161	*
912148	11220.18
538410	3162.28
791033	5623.41
65728	*
27610	*
833923	*
1015265	15848.93
1700660	*
912165	*
953558	*
1019435	22387.21
998344	*
1006243	*
1120411	*
352516	*
742977	501.19
954922	6309.57
742623	*
995691	12589.25
1120726	*
981754	*
896817	*
778447	3162.28
911506	*
755541	25118.86
810593	15848.93
998269	39810.72
860532	*
983612	*
938368	*
1032814	*
820873	12589.25
978295	3162.28
871309	*
1120594	31622.78
982946	19952.62
418482	*
783263	*
928349	10000.0
860600	*
1120862	*
1084907	*
1120448	*
1037436	14125.38
885555	*
1013922	*
902690	12589.25
897054	*
739202	3981.07
832488	3162.28
1120772	*
1013612	*
748690	*
818255	*
1697179	*
1120493	*
1037231	7943.28
5775	*
942593	*
52919	794.33
898035	31622.78
779862	5011.87
892967	4466.84
959341	19952.62
836659	*
948285	22387.21
801475	*
765890	2511.89
976034	7943.28
779604	1584.89
1120517	*
738977	*
917178	5011.87
1696781	7079.46
740828	*
976491	15848.93
800995	6309.57
898197	3162.28
1088995	14125.38
1120731	14125.38
970045	3548.13
150585	*
819949	*
954753	*
903746	*
1120738	*
34600	*
734849	*
733143	562.34
1009784	8912.51
360909	*
821849	*
900068	*
803848	*
879554	3981.07
937323	12589.25
1703441	28183.83
897072	10000.0
818913	15848.93
789585	2511.89
781079	12589.25
939620	*
780126	*
445959	*
923385	*
986105	*
928883	12589.25
72036	125.89
789945	10000.0
792527	25118.86
834304	*
866886	*
765252	*
923000	*
913319	3981.07
879449	6309.57
776921	15848.93
1018126	11220.18
771515	*
1121154	*
787657	*
1121252	*
1029022	*
747720	*
986934	*
747408	12589.25
745323	15848.93
788250	7943.28
983629	*
1159	*
990004	19952.62
937568	39810.72
967097	7943.28
947247	2511.89
896013	2511.89
975846	2511.89
1020646	11220.18
823934	15848.93
1699980	*
1700062	*
865804	6309.57
78169	31622.78
837963	12589.25
868590	*
774694	*
751278	19952.62
841958	25118.86
1120573	*
926407	*
25681	*
460692	79.43
879971	12589.25
974972	*
766000	*
1015791	*
978594	*
756874	398.11
1120218	22387.21
795994	15848.93
781654	6309.57
1015427	3981.07
1015840	2511.89
985399	7943.28
408740	3162.28
995563	2511.89
1107182	15848.93
1699671	17782.79
1031396	10000.0
421147	12589.25
11164	3162.28
1120351	14125.38
931868	3548.13
830375	31622.78
1285981	*
908741	*
736609	*
836109	*
798428	2511.89
765673	11220.18
871046	*
1098192	14125.38
831099	25118.86
1012407	39810.72
742552	*
786500	12589.25
942804	22387.21
900291	15848.93
856167	*
750290	25118.86
910995	1584.89
779069	*
821442	*
755463	3162.28
1121210	*
958639	39810.72
60232	6309.57
897752	3981.07
870505	*
1120925	*
809324	*
1018921	*
1120336	*
769980	*
1029247	1000.0
1030776	12589.25
792395	*
823466	*
1023218	*
430958	*
937018	19952.62
1703887	*
944654	*
1037586	2511.89
782346	15848.93
761513	*
829141	*
714405	2511.89
815304	14125.38
940038	*
820238	*
1016095	794.33
746644	*
1002842	12589.25
897001	19952.62
794073	1995.26
823185	25118.86
860897	10000.0
787383	15848.93
956894	*
705844	398.11
794429	*
826265	10000.0
752411	17782.79
777058	15848.93
315123	*
748412	2511.89
699486	1258.93
1000891	19952.62
828985	12589.25
941288	*
991078	*
1121242	*
1000003	*
894948	14125.38
977237	31.62
795456	*
869270	*
896645	1995.26
853449	794.33
807027	3981.07
771829	*
755172	2511.89
726226	10000.0
870291	*
1120248	*
826492	*
931168	15848.93
807380	*
155584	*
958485	*
817607	*
1095054	*
30697	*
985247	6309.57
996819	14125.38
822100	3162.28
743510	3981.07
992472	28183.83
794482	15848.93
399412	*
977578	1584.89
923126	*
771335	1584.89
1097375	*
576970	10000.0
819858	31622.78
900321	25118.86
29390	25118.86
1634352	14125.38
16847	*
1110178	11220.18
854788	25118.86
870852	*
739091	25118.86
898861	10000.0
914683	3162.28
942603	15848.93
211475	5011.87
1304557	5011.87
10519	*
873341	5011.87
1120516	7943.28
461227	1584.89
1120935	*
873412	1584.89
778883	*
158789	*
741704	*
914191	39810.72
996314	*
782744	*
1698494	*
364141	*
853799	10000.0
1679934	*
19344	*
429662	630.96
979006	15848.93
992254	3548.13
931777	3162.28
820461	12589.25
904787	*
811356	*
934804	*
947370	28183.83
714498	*
1085880	25118.86
924412	3162.28
1120981	*
990505	15848.93
794445	*
1702449	*
868629	3981.07
832958	*
914098	15848.93
916699	14125.38
822327	*
779561	*
752203	7943.28
821786	3981.07
803667	1778.28
1012954	31622.78
917829	5011.87
58832	1258.93
788688	12589.25
919000	*
815122	*
825086	*
829465	*
826517	630.96
770043	12589.25
779207	*
769964	891.25
183706	19952.62
829560	11220.18
877870	*
1294791	28183.83
1120306	*
1037609	12589.25
989448	31622.78
912831	3162.28
1104121	14125.38
873980	562.34
950313	3981.07
702724	*
1120590	*
882029	8912.51
1686427	*
1324104	*
899024	31622.78
835403	10000.0
978629	2511.89
787781	*
1086032	7943.28
851465	*
758139	*
800513	3162.28
824503	3162.28
171349	*
748157	*
795518	*
758849	*
28119	*
861595	*
1011296	4466.84
871788	19952.62
740950	12589.25
1031111	*
942299	316.23
744503	*
1000099	15848.93
951795	7943.28
941444	*
918413	15848.93
794261	14125.38
1120394	*
1681132	2511.89
1022564	794.33
991903	3162.28
795708	1000.0
900030	*
1121118	*
865231	*
1026900	*
824125	*
45844	7943.28
31364	316.23
741330	*
837585	794.33
1121211	*
799170	5011.87
1034083	*
863218	3981.07
837251	3548.13
65093	15848.93
424778	*
745910	3981.07
848365	1412.54
978735	6309.57
784338	1995.26
925159	8912.51
739219	*
1698224	3162.28
761601	*
870351	*
749557	*
752364	*
940585	19952.62
32991	*
822069	*
1098252	19952.62
1703697	2511.89
148018	7943.28
387892	39810.72
795342	7943.28
1701317	*
829209	6309.57
839661	15848.93
741032	10000.0
32408	15848.93
1034932	707.95
460842	199.53
773111	7079.46
739940	3162.28
974481	14125.38
840156	12589.25
761204	7943.28
460187	5011.87
916166	*
969026	*
561437	3981.07
733128	*
890021	*
920398	15848.93
920398	19952.62
944923	6309.57
879408	*
898660	*
859568	*
991120	100.0
1120967	*
1120275	*
252174	12589.25
957966	5011.87
1702080	14125.38
915583	*
898924	10000.0
3665	31622.78
888749	*
867191	14125.38
959488	12589.25
988729	*
1104498	*
6772	*
981735	1995.26
908098	14125.38
1120227	*
1120827	*
946687	*
970203	6309.57
1034828	1000.0
797805	*
461447	3162.28
739411	*
1017042	*
751647	*
782498	1000.0
823395	*
789717	*
981043	*
857669	31622.78
1035347	4466.84
831837	*
1681299	*
978675	15848.93
896002	*
878113	*
995398	10000.0
826792	*
876282	3548.13
1120663	*
906411	5011.87
779255	*
741827	31622.78
819451	1995.26
208978	*
781041	19952.62
900395	7943.28
1121200	*
1004613	*
850828	*
246	*
884246	15848.93
1034879	3162.28
1355936	*
874501	15848.93
1016760	3981.07
936762	1584.89
872431	*
1120637	*
780256	19952.62
987820	14125.38
802273	*
976177	19952.62
892576	14125.38
973864	3162.28
1120631	3162.28
893607	15848.93
912563	1584.89
1017627	12589.25
830379	14125.38
823634	14125.38
739493	3981.07
792052	*
916258	14125.38
857456	1258.93
836975	7943.28
794808	*
1121195	12589.25
837515	11220.18
859094	3162.28
705164	*
202694	*
752417	794.33
863951	1995.26
377556	1995.26
871201	5011.87
757854	25118.86
991689	15848.93
865243	501.19
245279	25118.86
939686	5011.87
790583	31622.78
894450	7079.46
798411	25118.86
1014238	1995.26
795986	14125.38
997848	15848.93
871027	6309.57
413176	12589.25
939829	50.12
939498	15848.93
755409	398.11
17853	3162.28
747447	12589.25
885211	3981.07
902646	7943.28
785110	3981.07
421176	1584.89
918292	3162.28
790457	10000.0
785066	8912.51
1681751	14125.38
942473	15848.93
1700300	2818.38
1120863	12589.25
744525	5623.41
841019	15848.93
1029036	3162.28
936074	5011.87
964034	22387.21
859831	19952.62
852438	22387.21
964840	1258.93
1020418	794.33
1028280	7079.46
979252	3162.28
898462	12589.25
794410	5011.87
898367	5011.87
760992	5011.87
821555	7943.28
808237	5011.87
1680535	25118.86
750819	28183.83
889277	12589.25
741834	100.0
753383	3162.28
948157	1.26
949455	4466.84
745539	1258.93
942222	15848.93
1016096	31622.78
1101642	31622.78
938019	3981.07
782782	199.53
818771	1258.93
750500	14125.38
798263	6309.57
969944	12589.25
783545	2818.38
1000661	794.33
907963	8912.51
861198	3981.07
137009	2511.89
756821	1995.26
746641	6309.57
936592	1584.89
871128	3548.13
951201	1258.93
823927	15848.93
904680	14125.38
849407	11220.18
936947	15848.93
480921	12589.25
867244	10000.0
818524	10000.0
1703689	*
767124	*
958302	*
733188	3162.28
907612	*
1682584	10000.0
897000	*
1024131	*
1013965	794.33
1121008	*
787251	*
866066	*
1701236	*
1681184	14125.38
86042	10000.0
887987	*
943177	5623.41
752764	5011.87
960650	6309.57
815640	12589.25
1012883	*
918975	3162.28
754471	2511.89
1120449	*
937824	*
790662	*
184149	*
976885	15848.93
740840	125.89
839298	*
861157	6309.57
1089792	*
369464	*
876200	*
901390	3162.28
871422	3162.28
833699	1995.26
752191	4466.84
1035575	15848.93
1686565	25118.86
310130	2511.89
996673	12589.25
1799185	3162.28
943145	2511.89
4652	*
857348	6309.57
948652	*
992866	*
825180	1995.26
1027736	398.11
98965	*
868881	*
889666	*
880786	*
837224	1995.26
887260	5011.87
1037222	19952.62
877069	*
1684224	*
994517	3981.07
870658	*
909734	15848.93
1035830	*
998850	3981.07
937994	7943.28
52931	3162.28
35586	*
938603	25118.86
1092053	22387.21
820095	12589.25
837226	*
901267	5011.87
806761	*
953715	*
928875	*
876845	10000.0
1016141	*
1027302	15848.93
1014770	10000.0
978820	*
1121202	*
912757	3162.28
1702758	12589.25
111478	7943.28
762314	11220.18
898759	15848.93
